Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Mexico,MEX,"Educational attainment, completed short-cycle tertiary, population 25+ years, male (%)",SE.TER.HIAT.ST.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.32395,..,..,0.35102,0.41602,..
Mexico,MEX,"Educational attainment, completed short-cycle tertiary, population 25+ years, total (%)",SE.TER.HIAT.ST.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.65465,..,..,0.45395,0.47448,..
Mexico,MEX,"Educational attainment, completed upper secondary, population 25+ years, female (%)",SE.SEC.HIAT.UP.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.86717,..,..,..,8.66931,13.41681,15.83587,16.25069,16.3353,16.00776,14.5006,..,17.84819,17.11829,17.66544,..
Mexico,MEX,"Educational attainment, completed upper secondary, population 25+ years, male (%)",SE.SEC.HIAT.UP.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.19988,..,..,..,11.25232,13.70672,14.77125,15.15867,15.3418,15.4317,14.94063,..,17.04994,16.53051,17.00137,..
Mexico,MEX,"Educational attainment, completed upper secondary, population 25+ years, total (%)",SE.SEC.HIAT.UP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.45366,..,..,..,9.87133,13.55401,15.34842,15.74778,15.87531,15.73965,14.70968,..,17.47636,16.8438,17.3562,..
Mexico,MEX,"Educational attainment, no schooling, population 25+ years, female (%)",SE.NED.HIAT.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.18803,..,..,..,13.2634,12.35373,12.00211,11.83408,11.66296,10.74118,10.49571,..,9.7483,9.26859,8.9034,..
Mexico,MEX,"Educational attainment, no schooling, population 25+ years, male (%)",SE.NED.HIAT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.22727,..,..,..,9.49915,9.14746,8.09779,8.46403,8.18802,7.76585,7.96553,..,6.94927,6.67147,6.51114,..
Mexico,MEX,"Educational attainment, no schooling, population 25+ years, total (%)",SE.NED.HIAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.30257,..,..,..,11.51169,10.83641,10.21446,10.28207,10.05405,9.35642,9.29352,..,8.44448,8.05573,7.78939,..
Mexico,MEX,"Educational attainment, some primary, population 25+ years, female (%)",SE.IPR.HIAT.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.16489,..,..,..,21.18153,17.97294,19.53008,18.25535,17.48014,16.21417,16.11316,..,14.5232,13.75438,13.43022,..
Mexico,MEX,"Educational attainment, some primary, population 25+ years, male (%)",SE.IPR.HIAT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.27673,..,..,..,20.91219,17.63492,18.44089,17.37704,16.99236,15.81713,15.54551,..,14.17745,13.90753,13.39245,..
Mexico,MEX,"Educational attainment, some primary, population 25+ years, total (%)",SE.IPR.HIAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.74209,..,..,..,21.05619,17.81298,19.03138,17.85087,17.25429,16.02938,15.84344,..,14.36215,13.8259,13.41263,..
Mexico,MEX,"Employers, female (% of employment)",SL.EMP.MPYR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mexico,MEX,"Employers, male (% of employment)",SL.EMP.MPYR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mexico,MEX,"Employers, total (% of employment)",SL.EMP.MPYR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mexico,MEX,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.40000009536743,10.8000001907349,10.1000003814697,11.1000003814697,10.6000003814697,9.80000019073486,9.69999980926514,11.8000001907349,7.90000009536743,8.5,7.19999980926514,6.19999980926514,6.5,5.69999980926514,6,4.90000009536743,4.69999980926514,4.40000009536743,4,4.40000009536743,4,3.59999990463257,4.09999990463257,3.70000004768372,..,..
Mexico,MEX,"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.6000003814697,33.7999992370605,32.5999984741211,33.9000015258789,32.5999984741211,29.7999992370605,27.7000007629395,29.2000007629395,25,26,23.7000007629395,24,23.8999996185303,22.6000003814697,22.1000003814697,20.6000003814697,19.8999996185303,18.8999996185303,18.6000003814697,18.8999996185303,18.6000003814697,19.2000007629395,19.2000007629395,19.3999996185303,..,..
Mexico,MEX,"Employment in industry, female (% of female employment)",SL.IND.EMPL.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.7999992370605,19.1000003814697,18.3999996185303,17.7000007629395,17.6000003814697,15.3000001907349,17.8999996185303,18.5,20.3999996185303,21.2000007629395,22.2000007629395,22,20.6000003814697,19.6000003814697,19.3999996185303,18.7999992370605,18.2999992370605,17.8999996185303,17.7999992370605,17.8999996185303,17.7999992370605,16.1000003814697,15.3999996185303,15.8999996185303,..,..
Mexico,MEX,"Employment in industry, male (% of male employment)",SL.IND.EMPL.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30,24.7999992370605,24.8999996185303,23.8999996185303,24.2000007629395,24.7000007629395,25,24.5,27.1000003814697,27.7000007629395,29.1000003814697,27.8999996185303,27.1000003814697,27.6000003814697,27.7999992370605,29.3999996185303,29.8999996185303,30.3999996185303,30.1000003814697,30.3999996185303,30.1000003814697,29,28.2999992370605,28.3999996185303,..,..
Mexico,MEX,"Employment in services, female (% of female employment)",SL.SRV.EMPL.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,70.3000030517578,69.6999969482422,71.5,71,71.8000030517578,74.6999969482422,72.0999984741211,69.5,71.5,70,70.5999984741211,71.8000030517578,72.9000015258789,74.6999969482422,74.5999984741211,75.8000030517578,76.4000015258789,77.0999984741211,77.5,77.0999984741211,77.5,79.8000030517578,79.8000030517578,79.8000030517578,..,..
Mexico,MEX,"Employment in services, male (% of male employment)",SL.SRV.EMPL.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.7000007629395,40.7000007629395,42.5,41.2000007629395,43.0999984741211,44.9000015258789,46.7000007629395,45.9000015258789,47.4000015258789,45.7999992370605,47.2000007629395,48.0999984741211,49.0999984741211,49.9000015258789,50.0999984741211,49.2999992370605,49.4000015258789,49.9000015258789,50.5,49.9000015258789,50.5,51.0999984741211,51.7999992370605,51.5,..,..
Mexico,MEX,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.7000007629395,33.5999984741211,34.7000007629395,35,34.5999984741211,35.2999992370605,37.5,37.7000007629395,37.4000015258789,37.7999992370605,37.2000007629395,37.7000007629395,37.2000007629395,38.9000015258789,39.7000007629395,40.7999992370605,41.2999992370605,41.7999992370605,40.7000007629395,41.5999984741211,41,42.7999992370605,42.7999992370605,42.9000015258789,..
Mexico,MEX,"Employment to population ratio, 15+, female (%) (national estimate)",SL.EMP.TOTL.SP.FE.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.5,33.4000015258789,34.2999992370605,34.5999984741211,34.4000015258789,35,37.0999984741211,37.4000015258789,37,37.5999984741211,36.7999992370605,37.2999992370605,36.7000007629395,38.5,39.0999984741211,40.2000007629395,40.7999992370605,41.2999992370605,40.2000007629395,40.9000015258789,40.4000015258789,42.2000007629395,42,41.2000007629395,..
Mexico,MEX,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,82.3000030517578,82.5999984741211,82.8000030517578,81,77.9000015258789,79.4000015258789,81.3000030517578,81.3000030517578,81.5,80.5999984741211,80.1999969482422,79.4000015258789,78.8000030517578,78.8000030517578,78,79.0999984741211,78.5999984741211,78.4000015258789,75.3000030517578,76.3000030517578,75.1999969482422,76.0999984741211,76,76,..
Mexico,MEX,"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,82,82.3000030517578,82.5,80.9000015258789,77.8000030517578,79.0999984741211,81,81,81.1999969482422,80,79.4000015258789,78.6999969482422,77.8000030517578,78.0999984741211,77,78.3000030517578,77.5999984741211,77.5999984741211,74.4000015258789,75.1999969482422,74.1999969482422,75.4000015258789,74.6999969482422,74.3000030517578,..
Mexico,MEX,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56.9000015258789,57.2999992370605,57.7999992370605,57,55.2999992370605,56.2999992370605,58.2999992370605,58.4000015258789,58.2999992370605,58.0999984741211,57.5,57.4000015258789,56.7999992370605,57.7000007629395,57.7000007629395,58.7999992370605,58.7999992370605,59,57,58,57.0999984741211,58.5,58.5,58.5999984741211,..
Mexico,MEX,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56.0999984741211,56.7999992370605,57.5,56.7999992370605,55.2999992370605,56.0999984741211,58,58.2000007629395,58,57.7000007629395,56.7999992370605,56.7999992370605,56.2000007629395,57.2000007629395,56.7999992370605,57.9000015258789,58,58.2999992370605,56.2999992370605,57.2000007629395,56.5,57.9000015258789,57.5,56.9000015258789,..
Mexico,MEX,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.9000015258789,33.5,34.2000007629395,33.4000015258789,32,32,33.0999984741211,34.5,34.5,34.2000007629395,32.7000007629395,31.3999996185303,29.8999996185303,29.7999992370605,31.2000007629395,32,31.7999992370605,31.8999996185303,29.2000007629395,30.2999992370605,29.7000007629395,30.8999996185303,30.7000007629395,30.7999992370605,..
Mexico,MEX,"Employment to population ratio, ages 15-24, female (%) (national estimate)",SL.EMP.1524.SP.FE.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.5,33.0999984741211,33.5999984741211,32.7999992370605,31.6000003814697,31.6000003814697,32.9000015258789,34.2000007629395,34.2000007629395,34,32.2999992370605,31.1000003814697,29.6000003814697,29.7000007629395,30.7999992370605,31.7999992370605,31.5,31.5,28.7999992370605,29.7999992370605,29.3999996185303,30.7000007629395,30.1000003814697,28.7999992370605,..
Mexico,MEX,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,68.0999984741211,69.3000030517578,70.5,68.5999984741211,65.5999984741211,66.4000015258789,67.5,68.0999984741211,68.1999969482422,65.8000030517578,64.5,61.7999992370605,60.2999992370605,60.5,58.7000007629395,60.0999984741211,59.0999984741211,59,54.7000007629395,56.7999992370605,54.9000015258789,55.7000007629395,56,55.5,..
Mexico,MEX,"Employment to population ratio, ages 15-24, male (%) (national estimate)",SL.EMP.1524.SP.MA.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67.5,68.5999984741211,69.6999969482422,67.9000015258789,65.1999969482422,65.6999969482422,66.9000015258789,67.4000015258789,67.3000030517578,64.6999969482422,63,60.5999984741211,59,59.7999992370605,57.5999984741211,59.2000007629395,57.7999992370605,57.9000015258789,53.9000015258789,56.2000007629395,54.5999984741211,55.5999984741211,54.7999992370605,53.2999992370605,..
Mexico,MEX,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,50.4000015258789,51.2000007629395,52.0999984741211,50.7999992370605,48.5999984741211,49,50.2000007629395,51.2000007629395,51.2999992370605,49.9000015258789,48.5,46.5,44.7999992370605,44.9000015258789,44.7000007629395,45.7999992370605,45.2000007629395,45.2000007629395,41.7000007629395,43.4000015258789,42.2000007629395,43.2999992370605,43.4000015258789,43.2000007629395,..
Mexico,MEX,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49.2999992370605,50.5,51.5999984741211,50.2999992370605,48.2000007629395,48.2000007629395,49.2000007629395,50.2999992370605,50.2999992370605,48.9000015258789,47.2000007629395,45.4000015258789,44.0999984741211,44.2999992370605,43.7000007629395,44.7999992370605,44.2000007629395,44.2999992370605,41.2000007629395,42.9000015258789,41.9000015258789,43.0999984741211,42.2999992370605,41.2000007629395,..
Mexico,MEX,"Expected years of schooling, female",SE.SCH.LIFE.FE,..,..,..,..,..,..,..,..,..,..,..,7.20766,7.19891,..,..,..,..,8.82354,8.96656,..,9.77934,10.08089,10.30388,10.34855,10.48588,..,..,..,..,..,..,..,..,10.23407,10.34285,10.52755,10.68998,10.84049,11.08893,11.32078,11.57701,11.6656,11.98106,12.29241,12.3365,12.35303,12.43159,12.51979,12.67505,12.73071,12.83967,12.88882,13.1259,13.27393,..,..
Mexico,MEX,"Expected years of schooling, male",SE.SCH.LIFE.MA,..,..,..,..,..,..,..,..,..,..,..,8.53711,8.58113,..,..,..,..,10.06587,10.21114,..,10.8875,11.06958,11.27281,11.41323,11.47349,..,..,..,..,..,..,..,..,10.5898,10.66377,10.78894,10.95958,11.12874,11.3148,11.45984,11.62112,11.62039,11.84424,12.00237,12.06659,12.06431,12.1031,12.16396,12.28152,12.31241,12.4454,12.5033,12.76935,12.97106,..,..
Mexico,MEX,"Expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.58724,10.28669,11.73518,12.4787,13.06169,14.81889,14.20954,14.44772,14.13925,14.04366,14.13852,14.80303,14.77504,14.60201,..,..,..,..
Mexico,MEX,"Expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.54329,12.50635,..,17.15293,14.66796,16.05474,14.91022,15.56673,14.55091,14.24456,14.01297,16.01214,15.85172,15.91232,..,..,..,..
Mexico,MEX,Female adults with HIV (% of population ages 15+ with HIV),SH.DYN.AIDS.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.8666921698512,13.1776392601714,13.5779658302847,13.8764083881019,14.0982628792962,14.2859270556555,14.6483818211826,14.9851541589694,15.3093340431862,15.6193587487401,15.9870506508397,16.3873318089413,16.8021039567389,17.2449763066256,17.6880659273578,18.1192935061382,18.5753726727561,19.037363705164,19.4697372877256,19.7931082547616,20.0294333319754,20.2037835149807,20.4586368584108,20.8349706848583,21.1292279373314,..
Mexico,MEX,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mexico,MEX,"Female legislators, senior officials and managers (% of total)",SG.GEN.LSOM.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.3217904575992,..,19.6721312939954,..,19.1048959585337,22.7037029501833,20.4177821980089,20.7992178280837,22.80627857868,23.6038045771107,25.2196739790681,23.6467903122646,23.7339756575165,24.6221879696778,28.3999136367873,27.3172356365168,31.059363978582,30.7213485165638,..,..,..,..,..,..,..
Mexico,MEX,Female migrants (% of international migrant stock),SG.POP.MIGR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49.9258273271676,..,..,..,..,49.9314140909696,..,..,..,..,49.6523563751392,..,..,..,..,49.5230088408631,..,..,..,..,49.3891936159284,..,..,..,..,..
Mexico,MEX,Female professional and technical workers (% of total),SG.GEN.TECH.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42,..,..,..,..,..,..,..,..,..
Mexico,MEX,"Female share of graduates in agriculture (%, tertiary)",SE.TER.GRAD.FE.AG.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.48382,41.328,28.58733,26.27107,..,32.68286,33.52055,33.208,34.05678,35.24652,35.35771,35.76928,35.88974,..,..,..
Mexico,MEX,"Female share of graduates in education (%, tertiary)",SE.TER.GRAD.FE.ED.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,65.6433,66.02351,65.41934,67.48757,..,84.88903,71.00951,71.08365,72.26621,72.02828,72.90465,72.35958,72.17196,..,..,..
Mexico,MEX,"Female share of graduates in engineering, manufacturing and construction (%, tertiary)",SE.TER.GRAD.FE.EN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.29521,23.29829,24.27576,27.75914,..,26.09909,26.77891,27.46978,27.51838,27.9864,28.27464,28.67655,28.16032,..,..,..
Mexico,MEX,"Female share of graduates in health (%, tertiary)",SE.TER.GRAD.FE.HL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60.9018,62.55847,62.56306,66.69315,..,63.70627,63.90546,61.90999,65.42324,63.96811,65.51482,66.3496,66.30451,..,..,..
Mexico,MEX,"Female share of graduates in humanities and arts (%, tertiary)",SE.TER.GRAD.FE.HU.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60.61686,57.54728,58.33333,60.33076,..,58.28947,59.05089,58.48273,58.79302,59.17851,58.59045,59.32974,58.05488,..,..,..
Mexico,MEX,"Female share of graduates in science (%, tertiary)",SE.TER.GRAD.FE.SC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46.19768,45.44214,45.73924,44.53616,..,42.81481,43.61869,43.11419,42.90398,42.83201,48.04178,46.64102,46.83189,..,..,..
Mexico,MEX,"Female share of graduates in services (%, tertiary)",SE.TER.GRAD.FE.SV.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,53.41106,47.26661,49.59251,36.12601,..,61.28195,61.84675,60.25189,61.88664,60.20893,26.58789,24.12877,25.50576,..,..,..
Mexico,MEX,"Female share of graduates in social science, business and law (%, tertiary)",SE.TER.GRAD.FE.SS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,54.79331,55.91907,57.1259,55.72557,..,58.60275,58.80403,59.16398,58.81207,59.15017,59.59741,59.48303,59.2516,..,..,..
Mexico,MEX,"Female share of graduates in unknown or unspecified fields (%, tertiary)",SE.TER.GRAD.FE.OT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45.08929,..,..,55.82757,49.63119,58.88928,57.61117,61.89944,69.29548,0,39.03743,..,..,..
Mexico,MEX,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.768,6.762,6.758,6.754,6.752,6.755,6.768,6.789,6.813,6.831,6.83,6.789,6.7,6.558,6.366,6.13,5.864,5.587,5.317,5.064,4.836,4.635,4.456,4.295,4.149,4.018,3.898,3.786,3.68,3.578,3.478,3.382,3.291,3.206,3.126,3.051,2.982,2.917,2.857,2.8,2.747,2.697,2.649,2.604,2.561,2.521,2.483,2.447,2.415,2.385,2.356,2.328,2.3,2.272,2.243,..
Mexico,MEX,Final say in all of the decisions (%),SG.DMK.ALLD.FN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mexico,MEX,Final say in making daily purchases (%),SG.DMK.DPCH.FN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mexico,MEX,Final say in making large purchases (%),SG.DMK.PRCH.FN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mexico,MEX,Final say in none of the decisions (%),SG.DMK.NONE.FN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mexico,MEX,Final say in own health care (%),SG.DMK.HLTH.FN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mexico,MEX,"Final say in visits to family, relatives, friends (%)",SG.DMK.VISI.FN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mexico,MEX,Final say in what food to cook daily (%),SG.DMK.FOOD.FN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mexico,MEX,Firms with female top manager (%),IC.FRM.FEMM.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.6,..,..,..,..,..
Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,13056164925.448,14153954349.0897,15221053213.1887,16936337667.6289,20070134740.9317,21829715343.8799,24337233447.211,26556372081.1913,29363632833.6558,32515754313.9575,35541711470.3873,39200879415.8614,45178119326.7936,55271303176.3935,71976542927.466,88003982688.6386,89023916066.8009,81825780563.8082,102517450025.753,134540322292.806,194356825709.199,250083027275.13,173720847690.773,148866911934.175,175632163244.416,184473097296.041,129440191340.197,140263673924.031,183144276294.09,222977042346.502,262709785592.711,314453895611.752,363609268789.416,503962814551.767,527318769550.83,343792780638.899,397404138184.313,480554647428.728,502010268264.169,579459682094.357,683647980782.407,724703571306.821,741559499084.745,713284260879.765,770267585947.191,866346483685.297,965281191371.844,1043124412346.04,1101275294482.33,893368974136.974,1049925441358.02,1169362160456.56,1184499844413.23,1258773797056.06,1294689733233.03,..
